政黨,選舉類型,選舉區,姓名
無,村里長,嘉義市東區華南里,陳文裕
無,村里長,嘉義市東區東興里,楊秉榮
無,村里長,嘉義市東區東興里,蔡天鈞
無,村里長,嘉義市東區中山里,歐陽明
無,村里長,嘉義市東區中央里,廖梅江
無,村里長,嘉義市東區中央里,黄素娥
無,村里長,嘉義市東區北門里,洪義松
無,村里長,嘉義市東區蘭潭里,林砡朱
無,村里長,嘉義市東區文雅里,張文振
無,村里長,嘉義市東區文雅里,盧文海
無,村里長,嘉義市東區文雅里,王俞晴
無,村里長,嘉義市東區文雅里,孫鵬程
無,村里長,嘉義市東區義教里,洪有慶
無,村里長,嘉義市東區義教里,陳柏少
無,村里長,嘉義市西區湖邊里,李高滿足
無,村里長,嘉義市西區北榮里,黃福林
無,村里長,嘉義市西區北榮里,莊惠斐
無,村里長,嘉義市西區重興里,李正興
無,村里長,嘉義市西區竹圍里,許文憲
無,村里長,嘉義市西區竹圍里,蕭宗廷
無,村里長,嘉義市西區竹圍里,邱威誠
無,村里長,嘉義市西區新厝里,柯靜宜
無,村里長,嘉義市西區新厝里,陳正育
無,村里長,嘉義市西區保安里,賴永霖
無,村里長,嘉義市西區保安里,李憲桐
無,村里長,嘉義市西區保安里,黃憲卿
無,村里長,嘉義市西區北湖里,謝銘亮
無,村里長,嘉義市西區下埤里,洪嘉文
無,村里長,嘉義市西區下埤里,許榮輝
無,村里長,嘉義市西區竹村里,蕭慶順
無,村里長,嘉義市西區大溪里,葉秋蘭
無,村里長,嘉義市西區大溪里,邵燦欽
無,村里長,嘉義市西區大溪里,賴永堂
無,村里長,嘉義市西區福全里,蕭建林
無,村里長,嘉義市西區磚磘里,王張錦淑
無,村里長,嘉義市西區港坪里,李茂山
無,村里長,嘉義市西區港坪里,魏志軒
無,村里長,嘉義市西區港坪里,侯景博
無,村里長,嘉義市西區頭港里,鄭萬順
無,村里長,嘉義市西區頭港里,高永諒
無,村里長,嘉義市西區頭港里,游啓明
無,村里長,嘉義市西區劉厝里,陳泰山
無,村里長,嘉義市西區劉厝里,陳江圳
無,村里長,嘉義市西區劉厝里,黃宇正
無,村里長,嘉義市西區劉厝里,魏正城
無,村里長,嘉義市西區新西里,楊文玲
無,村里長,嘉義市西區新西里,許晋輔
無,村里長,嘉義市西區書院里,蕭友林
無,村里長,嘉義市西區書院里,龔太郎
無,村里長,嘉義市西區書院里,蕭淑文
無,村里長,嘉義市西區培元里,蔡坤龍
無,村里長,嘉義市西區垂楊里,黃琮榮
無,村里長,嘉義市西區車店里,李忠卿
無,村里長,嘉義市西區福民里,許宇鴻
無,村里長,嘉義市西區福民里,李坤銘
無,村里長,嘉義市西區福民里,黃鐘興
無,村里長,嘉義市西區湖內里,邱錦祥
無,村里長,嘉義市西區美源里,羅鳳住
無,村里長,嘉義市西區美源里,魏平寮
無,村里長,嘉義市西區美源里,羅國銘
無,村里長,嘉義市西區育英里,林峯輝
無,村里長,嘉義市西區光路里,林昇賢
無,村里長,嘉義市西區自強里,蔡正平
無,村里長,嘉義市西區永和里,蔡宗坤
無,村里長,嘉義市西區新富里,廖淑玲
無,村里長,嘉義市西區西榮里,林芳志
無,村里長,嘉義市西區國華里,葉勝利
無,村里長,嘉義市西區番社里,鄭秀玉
無,村里長,嘉義市西區導明里,劉沛源
無,村里長,嘉義市西區導明里,吳樹根
無,村里長,嘉義市西區導明里,許伯男
無,村里長,嘉義市西區導明里,蔡崇欽
無,村里長,嘉義市西區慶安里,蔡坤達
無,村里長,嘉義市西區慶安里,黃榮茂
無,村里長,嘉義市西區後驛里,陳其生
無,村里長,嘉義市西區福安里,莊文川
無,村里長,嘉義市西區福安里,吳金和
無,村里長,嘉義市西區獅子里,吳名城
無,村里長,嘉義市西區紅瓦里,蔡旻岳
無,村里長,嘉義市西區紅瓦里,王銀敏
無,村里長,嘉義市西區保福里,李振煌
無,村里長,嘉義市西區保生里,蕭蘇明珠
無,村里長,嘉義市西區北新里,吳永豐
無,直轄市山地原住民區民代表,新北市烏來區第1選舉區,高淑敏
無,直轄市山地原住民區民代表,新北市烏來區第1選舉區,林洋山
無,直轄市山地原住民區民代表,新北市烏來區第1選舉區,余遠源
無,直轄市山地原住民區民代表,新北市烏來區第1選舉區,吳真
無,直轄市山地原住民區民代表,新北市烏來區第1選舉區,林啟明
無,直轄市山地原住民區民代表,新北市烏來區第2選舉區,王文炳
無,直轄市山地原住民區民代表,新北市烏來區第2選舉區,簡建成
無,直轄市山地原住民區民代表,新北市烏來區第2選舉區,吳承翰
無,直轄市山地原住民區民代表,新北市烏來區第2選舉區,沈常福
無,直轄市山地原住民區民代表,新北市烏來區第2選舉區,朱鴻益
無,直轄市山地原住民區民代表,新北市烏來區第3選舉區,黃清波
無,直轄市山地原住民區民代表,新北市烏來區第4選舉區,蔡成雄
無,直轄市山地原住民區民代表,新北市烏來區第4選舉區,宗玉祥
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,林玉花
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,林沛筠
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,陳子瀅
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,高志弘
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,楊夢萍
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,黃盛
無,直轄市山地原住民區民代表,桃園市復興區第1選舉區,邱秀芬
無,直轄市山地原住民區民代表,桃園市復興區第2選舉區,黃再福
無,直轄市山地原住民區民代表,桃園市復興區第2選舉區,柯玉明
無,直轄市山地原住民區民代表,桃園市復興區第2選舉區,黃義文
無,直轄市山地原住民區民代表,桃園市復興區第2選舉區,楊苔英
無,直轄市山地原住民區民代表,桃園市復興區第2選舉區,余遠山
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,林振德
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,李榮新
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,陳柏凱
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,莊武忠
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,姜清國
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,胡清榮
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,哈用.偉浪Ha.Yung.Wilang
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,曾輝光
無,直轄市山地原住民區民代表,桃園市復興區第3選舉區,劉光榮
無,直轄市山地原住民區民代表,臺中市和平區第1選舉區,管慧莉
無,直轄市山地原住民區民代表,臺中市和平區第1選舉區,蕭有祥
無,直轄市山地原住民區民代表,臺中市和平區第1選舉區,葛榮正
無,直轄市山地原住民區民代表,臺中市和平區第1選舉區,陳志勇
無,直轄市山地原住民區民代表,臺中市和平區第2選舉區,徐盛宗
無,直轄市山地原住民區民代表,臺中市和平區第2選舉區,吳天祐
無,直轄市山地原住民區民代表,臺中市和平區第2選舉區,林永智
無,直轄市山地原住民區民代表,臺中市和平區第3選舉區,林永富
無,直轄市山地原住民區民代表,臺中市和平區第3選舉區,杜樑宇
無,直轄市山地原住民區民代表,臺中市和平區第3選舉區,羅進玉
無,直轄市山地原住民區民代表,臺中市和平區第3選舉區,林吉財
無,直轄市山地原住民區民代表,高雄市茂林區第1選舉區,洪柳樹
無,直轄市山地原住民區民代表,高雄市茂林區第1選舉區,江國勇
無,直轄市山地原住民區民代表,高雄市茂林區第1選舉區,蔡梁玉英
無,直轄市山地原住民區民代表,高雄市茂林區第1選舉區,孫佩馨
無,直轄市山地原住民區民代表,高雄市茂林區第1選舉區,藍建雄
無,直轄市山地原住民區民代表,高雄市茂林區第2選舉區,江世平
無,直轄市山地原住民區民代表,高雄市茂林區第2選舉區,陳志成Tangucu‧Ismahasan
無,直轄市山地原住民區民代表,高雄市茂林區第2選舉區,詹淑靜Arui‧Kadrava
無,直轄市山地原住民區民代表,高雄市茂林區第2選舉區,魏光保Pusinga‧Tablenga
無,直轄市山地原住民區民代表,高雄市茂林區第2選舉區,"盧月娥 Epe‧Talyru"
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,張志誠Haisul.Ispalavi
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,高清源Talum.Takiludun
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,王正國
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,吳清吉
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,顏子良
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,曾顯彬
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,吳靜雄
無,直轄市山地原住民區民代表,高雄市桃源區第1選舉區,余金鐘
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,陳啟明
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,陳英敏
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,杜章
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,陳清富
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,林思光
無,直轄市山地原住民區民代表,高雄市桃源區第2選舉區,杜司偉
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,徐惠美
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,朱子亮
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,詹忠雄
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,彭孫美雲
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,李義雄
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,周孔義
無,直轄市山地原住民區民代表,高雄市那瑪夏區第1選舉區,朱家祺
無,直轄市山地原住民區民代表,高雄市那瑪夏區第2選舉區,林春福
無,直轄市山地原住民區民代表,高雄市那瑪夏區第2選舉區,孫榮貴Istanda‧Vachi
無,直轄市山地原住民區民代表,高雄市那瑪夏區第2選舉區,李順德
無,直轄市山地原住民區民代表,高雄市那瑪夏區第2選舉區,林義山
無,直轄市山地原住民區民代表,高雄市那瑪夏區第2選舉區,趙文彬Umas‧Sukluman
無,直轄市山地原住民區長,新北市烏來區,陳勝財
無,直轄市山地原住民區長,新北市烏來區,張仁傑
無,直轄市山地原住民區長,新北市烏來區,周守信
無,直轄市山地原住民區長,新北市烏來區,蔡馬新
無,直轄市山地原住民區長,桃園市復興區,林誠榮
無,直轄市山地原住民區長,桃園市復興區,曾志湘
無,直轄市山地原住民區長,臺中市和平區,林建堂
無,直轄市山地原住民區長,臺中市和平區,劉中平
無,直轄市山地原住民區長,臺中市和平區,謝光午
無,直轄市山地原住民區長,臺中市和平區,黃志雄
無,直轄市山地原住民區長,高雄市茂林區,駱韋志
無,直轄市山地原住民區長,高雄市桃源區,顏裕華
無,直轄市山地原住民區長,高雄市那瑪夏區,朱莎葳
無,直轄市山地原住民區長,高雄市那瑪夏區,李秀花
無,直轄市山地原住民區長,高雄市那瑪夏區,林民傑
無,直轄市山地原住民區長,高雄市那瑪夏區,孔賢傑
無,直轄市議員,臺北市第1選舉區,陳政忠
無,直轄市議員,臺北市第1選舉區,楊靜宇
無,直轄市議員,臺北市第1選舉區,林瑞圖
無,直轄市議員,臺北市第1選舉區,陳建銘
無,直轄市議員,臺北市第1選舉區,王奕凱
無,直轄市議員,臺北市第1選舉區,李美津
無,直轄市議員,臺北市第1選舉區,徐書慧
無,直轄市議員,臺北市第3選舉區,李茂榮
無,直轄市議員,臺北市第3選舉區,邱威傑
無,直轄市議員,臺北市第4選舉區,杜彩菊
無,直轄市議員,臺北市第4選舉區,張東隆
無,直轄市議員,臺北市第4選舉區,林婕麗
無,直轄市議員,臺北市第4選舉區,黃麗香
無,直轄市議員,臺北市第5選舉區,葉海瑞
無,直轄市議員,臺北市第5選舉區,徐立信
無,直轄市議員,臺北市第5選舉區,曾勁元
無,直轄市議員,臺北市第5選舉區,龔偉綸
無,直轄市議員,臺北市第5選舉區,楊時睿
無,直轄市議員,臺北市第5選舉區,陳婕瑄
無,直轄市議員,臺北市第5選舉區,伍大辰
無,直轄市議員,臺北市第5選舉區,蔡宜珊
無,直轄市議員,臺北市第6選舉區,李慶元
無,直轄市議員,臺北市第6選舉區,張凱鈞
無,直轄市議員,臺北市第6選舉區,鄭建炘
無,直轄市議員,臺北市第6選舉區,蕭瑞麟
無,直轄市議員,臺北市第6選舉區,王致雅
無,直轄市議員,臺北市第6選舉區,李志恒
無,直轄市議員,新北市第1選舉區,呂鈞鴻
無,直轄市議員,新北市第2選舉區,林一郎
無,直轄市議員,新北市第2選舉區,胡世和
無,直轄市議員,新北市第2選舉區,施嘉榮
無,直轄市議員,新北市第2選舉區,張志宏
無,直轄市議員,新北市第2選舉區,張中韋
無,直轄市議員,新北市第2選舉區,黃偉榮
無,直轄市議員,新北市第2選舉區,張晉婷
無,直轄市議員,新北市第2選舉區,朱約翰
無,直轄市議員,新北市第2選舉區,劉欣宜
無,直轄市議員,新北市第3選舉區,李翁月娥
無,直轄市議員,新北市第3選舉區,顏群晃
無,直轄市議員,新北市第3選舉區,彭佳芸
無,直轄市議員,新北市第3選舉區,翁麗淑
無,直轄市議員,新北市第4選舉區,廖裕德
無,直轄市議員,新北市第4選舉區,李婉鈺
無,直轄市議員,新北市第4選舉區,阮橋本
無,直轄市議員,新北市第4選舉區,丁睿昇
無,直轄市議員,新北市第4選舉區,張淑惠
無,直轄市議員,新北市第4選舉區,吳炳輝
無,直轄市議員,新北市第5選舉區,蔡宗霖
無,直轄市議員,新北市第7選舉區,蘇泓欽
無,直轄市議員,新北市第7選舉區,陳世榮
無,直轄市議員,新北市第7選舉區,歐金獅
無,直轄市議員,新北市第7選舉區,張昭隆
無,直轄市議員,新北市第8選舉區,金中玉
無,直轄市議員,新北市第10選舉區,李忠寶
無,直轄市議員,新北市第10選舉區,唐瓔庭
無,直轄市議員,新北市第10選舉區,黃瑞傳
無,直轄市議員,新北市第11選舉區,張天明
無,直轄市議員,新北市第12選舉區,"馬見Lahuy. Ipin"
無,直轄市議員,桃園市第1選舉區,袁慧心
無,直轄市議員,桃園市第1選舉區,洪春健
無,直轄市議員,桃園市第1選舉區,黃成峻
無,直轄市議員,桃園市第1選舉區,邱德順
無,直轄市議員,桃園市第1選舉區,呂學培
無,直轄市議員,桃園市第2選舉區,牛煦庭
無,直轄市議員,桃園市第2選舉區,李雲強
無,直轄市議員,桃園市第3選舉區,李國安
無,直轄市議員,桃園市第3選舉區,段樹文
無,直轄市議員,桃園市第3選舉區,蘇世岳
無,直轄市議員,桃園市第3選舉區,張文瑜
無,直轄市議員,桃園市第4選舉區,劉勝全
無,直轄市議員,桃園市第4選舉區,吳凱琳
